Electoral_District,Electoral_District_Name,Polling_Station_Number,Polling_Station_Name,Electors_for_Polling_Station,Candidate_Family_Name,Candidate_Middle_Name,Candidate_First_Name,Political_Affiliation_Name_English,Incumbent_Indicator,Elected_Candidate_Indicator,Candidate_Poll_Votes_Count
35001,Ajax,607,Ajax,0,Hill,,Jeff,Green Party,N,N,21
35001,Ajax,607,Ajax,0,Holland,,Mark,Liberal,N,Y,487
35001,Ajax,607,Ajax,0,Kesic,,Bob,United Party,N,N,0
35001,Ajax,608,Ajax,0,Alexander,,Chris,Conservative,Y,N,252
35001,Ajax,608,Ajax,0,Brown,,Stephanie,NDP-New Democratic Party,N,N,66
35001,Ajax,608,Ajax,0,Hill,,Jeff,Green Party,N,N,13
35001,Ajax,608,Ajax,0,Holland,,Mark,Liberal,N,Y,345
35001,Ajax,608,Ajax,0,Kesic,,Bob,United Party,N,N,1
35001,Ajax,609,Ajax,0,Alexander,,Chris,Conservative,Y,N,204
35001,Ajax,609,Ajax,0,Brown,,Stephanie,NDP-New Democratic Party,N,N,80
35001,Ajax,609,Ajax,0,Hill,,Jeff,Green Party,N,N,8
35001,Ajax,609,Ajax,0,Holland,,Mark,Liberal,N,Y,423
35001,Ajax,609,Ajax,0,Kesic,,Bob,United Party,N,N,1
35001,Ajax,610,Ajax,0,Alexander,,Chris,Conservative,Y,N,363
35001,Ajax,610,Ajax,0,Brown,,Stephanie,NDP-New Democratic Party,N,N,75
35001,Ajax,610,Ajax,0,Hill,,Jeff,Green Party,N,N,13
35001,Ajax,610,Ajax,0,Holland,,Mark,Liberal,N,Y,440
35001,Ajax,610,Ajax,0,Kesic,,Bob,United Party,N,N,2
35001,Ajax,611,Ajax,0,Alexander,,Chris,Conservative,Y,N,443
35001,Ajax,611,Ajax,0,Brown,,Stephanie,NDP-New Democratic Party,N,N,60
35001,Ajax,611,Ajax,0,Hill,,Jeff,Green Party,N,N,9
35001,Ajax,611,Ajax,0,Holland,,Mark,Liberal,N,Y,435
35001,Ajax,611,Ajax,0,Kesic,,Bob,United Party,N,N,1
35001,Ajax,612,Ajax,0,Alexander,,Chris,Conservative,Y,N,343
35001,Ajax,612,Ajax,0,Brown,,Stephanie,NDP-New Democratic Party,N,N,74
35001,Ajax,612,Ajax,0,Hill,,Jeff,Green Party,N,N,14
35001,Ajax,612,Ajax,0,Holland,,Mark,Liberal,N,Y,570
35001,Ajax,612,Ajax,0,Kesic,,Bob,United Party,N,N,0
35001,Ajax, S/R 1,SVR Group 1/RÉS Groupe 1,87,Alexander,,Chris,Conservative,Y,N,32
35001,Ajax, S/R 1,SVR Group 1/RÉS Groupe 1,87,Brown,,Stephanie,NDP-New Democratic Party,N,N,10
35001,Ajax, S/R 1,SVR Group 1/RÉS Groupe 1,87,Hill,,Jeff,Green Party,N,N,3
35001,Ajax, S/R 1,SVR Group 1/RÉS Groupe 1,87,Holland,,Mark,Liberal,N,Y,71
35001,Ajax, S/R 1,SVR Group 1/RÉS Groupe 1,87,Kesic,,Bob,United Party,N,N,1
35001,Ajax, S/R 2,SVR Group 2/RÉS Groupe 2,0,Alexander,,Chris,Conservative,Y,N,449
35001,Ajax, S/R 2,SVR Group 2/RÉS Groupe 2,0,Brown,,Stephanie,NDP-New Democratic Party,N,N,123
35001,Ajax, S/R 2,SVR Group 2/RÉS Groupe 2,0,Hill,,Jeff,Green Party,N,N,17
35001,Ajax, S/R 2,SVR Group 2/RÉS Groupe 2,0,Holland,,Mark,Liberal,N,Y,787
35001,Ajax, S/R 2,SVR Group 2/RÉS Groupe 2,0,Kesic,,Bob,United Party,N,N,2
